dependency_url,name,description,category,primary_function,integration_patterns,performance_characteristics,languages,reputation_score,popularity_score
https://github.com/cilium/ebpf,ebpf,"ebpf-go is a pure-Go library to read, modify and load eBPF programs and attach them to various hooks in the Linux kernel.",general_library,ebpf-go is a pure-Go library to read modify and load eBPF programs and attach them,Standard library integration,"Activity: 63%, Stars: 6630.0, Commits: 116.0","Go, Makefile, Smarty, Awk",7,10
https://github.com/google/cel-go,cel-go,"Fast, portable, non-Turing complete expression evaluation with gradual typing (Go)",general_library,Fast portable non-Turing complete expression evaluation with gradual typing Go,Standard library integration,"Activity: 63%, Stars: 2443.0, Commits: 91.0","Go, Shell, ANTLR, Starlark, HTML",9,10
https://github.com/quinn-rs/quinn,quinn,Async-friendly QUIC implementation in Rust,web_library,Async-friendly QUIC implementation in Rust,Frontend component integration,"Activity: 63%, Stars: 4085.0, Commits: 169.0",Rust,9,10
https://github.com/kubernetes/apimachinery,apimachinery,,api_service,Go development utilities,REST/GraphQL API integration,"Activity: 63%, Stars: 851.0, Commits: 117.0",Go,9,10
https://github.com/quic-go/quic-go,quic-go,A QUIC implementation in pure Go,web_library,A QUIC implementation in pure Go,Frontend component integration,"Activity: 63%, Stars: 10447.0, Commits: 144.0","Go, Shell, Dockerfile",9,10
https://github.com/nomicfoundation/hardhat,hardhat,"Hardhat is a development environment to compile, deploy, test, and debug your Ethereum software. ",web3_library,Hardhat is a development environment to compile deploy test and debug your Ethereum software.,Web3 provider integration; ES6 module imports,"Activity: 63%, Stars: 7171.0, Commits: 152.0","JavaScript, TypeScript, Solidity, Shell, Vyper",8,10
https://github.com/status-im/nimbus-eth2,nimbus-eth2,Nim implementation of the Ethereum Beacon Chain,web3_library,Nim implementation of the Ethereum Beacon Chain,Web3 provider integration; Python import statements,"Activity: 63%, Stars: 522.0, Commits: 208.0","Nim, Shell, Makefile, Python, HTML",4,10
https://github.com/pmndrs/valtio,valtio,🧙 Valtio makes proxy-state simple  for React and Vanilla,web_library,Valtio makes proxy-state simple for React and Vanilla,Frontend component integration; ES6 module imports,"Activity: 62%, Stars: 9395.0, Commits: 76.0","JavaScript, TypeScript, CSS",10,10
https://github.com/unjs/unenv,unenv,"🕊️ Node.js compatibility for any JavaScript runtime, including browsers and edge workers.",client,Node.js compatibility for any JavaScript runtime including browsers and edge workers.,ES6 module imports,"Activity: 62%, Stars: 553.0, Commits: 68.0","TypeScript, JavaScript, Cap'n Proto",10,10
https://github.com/react-hook-form/react-hook-form,react-hook-form,📋 React Hooks for form state management and validation (Web + React Native),web_library,React Hooks for form state management and validation Web React Native,Frontend component integration; ES6 module imports,"Activity: 62%, Stars: 40438.0, Commits: 84.0","TypeScript, JavaScript, HTML, CSS",9,10
https://github.com/dubzzz/fast-check,fast-check,Property based testing framework for JavaScript (like QuickCheck) written in TypeScript,development_framework,Property based testing framework for JavaScript like QuickCheck written in TypeScript,Framework scaffolding and templates; ES6 module imports,"Activity: 62%, Stars: 4435.0, Commits: 101.0","TypeScript, JavaScript, Shell, CSS, MDX",9,10
https://github.com/eslint/rewrite,rewrite,Monorepo for the new version of ESLint,web_library,Monorepo for the new version of ESLint,Frontend component integration; ES6 module imports,"Activity: 62%, Stars: 161.0, Commits: 98.0","JavaScript, TypeScript, Shell",10,10
https://github.com/hypothesisworks/hypothesis,hypothesis,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",development_tool,Hypothesis is a powerful flexible and easy to use library for property-based testing.,Python import statements,"Activity: 62%, Stars: 7735.0, Commits: 161.0","Shell, Python, PowerShell, Batchfile, Makefile",9,10
https://github.com/pytest-dev/pytest,pytest,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing",development_framework,The pytest framework makes it easy to write small tests yet scales to support complex,Framework scaffolding and templates; Python import statements,"Activity: 62%, Stars: 12463.0, Commits: 171.0","Python, Gherkin",8,10
https://github.com/npm/cli,cli,the package manager for JavaScript,development_tool,the package manager for JavaScript,ES6 module imports,"Activity: 62%, Stars: 8710.0, Commits: 110.0","Shell, Batchfile, JavaScript, PowerShell, Handlebars",8,10
https://github.com/chromedevtools/devtools-protocol,devtools-protocol,Chrome DevTools Protocol,development_tool,Chrome DevTools Protocol,ES6 module imports,"Activity: 62%, Stars: 1197.0, Commits: 132.0","Shell, TypeScript, JavaScript",10,10
https://github.com/napi-rs/napi-rs,napi-rs,A framework for building compiled Node.js add-ons in Rust via Node-API,development_framework,A framework for building compiled Node.js add-ons in Rust via Node-API,Framework scaffolding and templates; ES6 module imports,"Activity: 62%, Stars: 6435.0, Commits: 127.0","Rust, JavaScript, TypeScript, Dockerfile",8,10
https://github.com/rollup/rollup,rollup,Next-generation ES module bundler,web_library,Next-generation ES module bundler,Frontend component integration; ES6 module imports,"Activity: 62%, Stars: 25605.0, Commits: 87.0","JavaScript, TypeScript, CSS, HTML, Rust",10,10
https://github.com/fonttools/fonttools,fonttools,A library to manipulate font files from Python.,development_tool,A library to manipulate font files from Python.,Python import statements,"Activity: 62%, Stars: 4506.0, Commits: 100.0","Python, Makefile, Jupyter Notebook",8,10
https://github.com/google/zerocopy,zerocopy,Zerocopy makes zero-cost memory manipulation effortless. We write `unsafe` so you don’t have to.,general_library,Zerocopy makes zero-cost memory manipulation effortless. We write unsafe so you don t have to.,Standard library integration,"Activity: 62%, Stars: 1786.0, Commits: 191.0","Rust, Shell, Batchfile",9,10
https://github.com/rustcrypto/traits,traits,Collection of cryptography-related traits,general_library,Collection of cryptography-related traits,Standard library integration,"Activity: 62%, Stars: 629.0, Commits: 53.0",Rust,9,10
https://github.com/rust-random/rand,rand,A Rust library for random number generation.,general_library,A Rust library for random number generation.,Standard library integration,"Activity: 62%, Stars: 1794.0, Commits: 77.0","Rust, HTML",8,10
https://github.com/prometheus/client_golang,client_golang,Prometheus instrumentation library for Go applications,development_tool,Prometheus instrumentation library for Go applications,Standard library integration,"Activity: 62%, Stars: 5541.0, Commits: 91.0","Go, Dockerfile, Makefile, Shell, C",9,10
https://github.com/openzeppelin/contracts-wizard,contracts-wizard,Interactive smart contract generator based on OpenZeppelin Contracts.,web3_library,Interactive smart contract generator based on OpenZeppelin Contracts.,Web3 provider integration; ES6 module imports,"Activity: 61%, Stars: 248.0, Commits: 45.0","JavaScript, TypeScript, CSS, HTML, Svelte",8,10
https://github.com/sass/dart-sass,dart-sass,"The reference implementation of Sass, written in Dart.",web_library,The reference implementation of Sass written in Dart.,Frontend component integration; ES6 module imports,"Activity: 61%, Stars: 4039.0, Commits: 97.0","Dart, HTML, JavaScript, TypeScript",8,10
https://github.com/microsoft/typescript-website,typescript-website,The Website and web infrastructure for learning TypeScript,infrastructure,The Website and web infrastructure for learning TypeScript,ES6 module imports,"Activity: 61%, Stars: 2280.0, Commits: 85.0","JavaScript, HTML, TypeScript, Dockerfile, SCSS",8,10
https://github.com/aio-libs/aiohttp,aiohttp,Asynchronous HTTP client/server framework for asyncio and Python,development_framework,Asynchronous HTTP client server framework for asyncio and Python,Framework scaffolding and templates; Python import statements,"Activity: 61%, Stars: 15454.0, Commits: 159.0","Makefile, Python, Shell, C, Gherkin",9,10
https://github.com/codspeedhq/codspeed-rust,codspeed-rust,Rust crates to create CodSpeed benchmarks,general_library,Rust crates to create CodSpeed benchmarks,Python import statements,"Activity: 61%, Stars: 28.0, Commits: 23.0","Rust, Python, Shell",4,3
https://github.com/nodejs/undici,undici,"An HTTP/1.1 client, written from scratch for Node.js",development_tool,An HTTP 1.1 client written from scratch for Node.js,ES6 module imports,"Activity: 61%, Stars: 6630.0, Commits: 204.0","JavaScript, TypeScript, Shell",10,10
https://github.com/webpack/webpack,webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",mobile_app,A bundler for javascript and friends. Packs many modules into a few bundled assets. Code,ES6 module imports,"Activity: 61%, Stars: 65076.0, Commits: 150.0","JavaScript, CSS, CoffeeScript, HTML, WebAssembly",8,10
https://github.com/jaredwray/keyv,keyv,Simple key-value storage with support for multiple backends,api_service,Simple key-value storage with support for multiple backends,REST/GraphQL API integration; ES6 module imports,"Activity: 61%, Stars: 2767.0, Commits: 89.0","TypeScript, CSS, JavaScript, Shell",9,10
https://github.com/tinylibs/tinybench,tinybench,"🔎 A simple, tiny and lightweight benchmarking library!",web_library,A simple tiny and lightweight benchmarking library,Frontend component integration; ES6 module imports,"Activity: 61%, Stars: 1981.0, Commits: 65.0","TypeScript, JavaScript",9,10
https://github.com/ipython/ipykernel,ipykernel,IPython Kernel for Jupyter,general_library,IPython Kernel for Jupyter,Python import statements,"Activity: 61%, Stars: 666.0, Commits: 40.0",Python,9,10
https://github.com/rust-lang/libc,libc,Raw bindings to platform APIs for Rust,api_service,Raw bindings to platform APIs for Rust,REST/GraphQL API integration,"Activity: 61%, Stars: 2193.0, Commits: 102.0","Shell, Rust, Dockerfile, C, CSS",9,10
https://github.com/rustcrypto/signatures,signatures,"Cryptographic signature algorithms: DSA, ECDSA, Ed25519",general_library,Cryptographic signature algorithms DSA ECDSA Ed25519,Standard library integration,"Activity: 61%, Stars: 498.0, Commits: 43.0",Rust,9,10
https://github.com/alloy-rs/core,core,"High-performance, well-tested & documented core libraries for Ethereum, in Rust",web3_library,High-performance well-tested documented core libraries for Ethereum in Rust,Web3 provider integration,"Activity: 61%, Stars: 825.0, Commits: 125.0","Rust, Shell, C, Solidity",7,10
https://github.com/consensys/gnark-crypto,gnark-crypto,"gnark-crypto provides elliptic curve and pairing-based cryptography on BN, BLS12, BLS24 and BW6 curves. It also provides various algorithms (algebra, crypto) of particular interest to zero knowledge proof systems.",general_library,gnark-crypto provides elliptic curve and pairing-based cryptography on BN BLS12 BLS24 and BW6 curves. It,Python import statements,"Activity: 61%, Stars: 496.0, Commits: 62.0","Go, Assembly, Sage, Python",6,10
https://github.com/a16z/helios,helios,"A fast, secure, and portable multichain light client for Ethereum",web3_library,A fast secure and portable multichain light client for Ethereum,Web3 provider integration; ES6 module imports,"Activity: 61%, Stars: 1948.0, Commits: 63.0","Rust, Shell, HTML, TypeScript, JavaScript",8,10
https://github.com/pycqa/isort,isort,A Python utility / library to sort imports.,utility_library,A Python utility library to sort imports.,Python import statements,"Activity: 60%, Stars: 6617.0, Commits: 17.0","Shell, Python, Dockerfile, CSS",9,10
https://github.com/formatjs/formatjs,formatjs,"The monorepo home to all of the FormatJS related libraries, most notably react-intl.",web_library,The monorepo home to all of the FormatJS related libraries most notably react-intl.,Frontend component integration; ES6 module imports,"Activity: 60%, Stars: 14412.0, Commits: 67.0","JavaScript, TypeScript, HTML, Starlark, Vue",10,10
https://github.com/lit/lit,lit,"Lit is a simple library for building fast, lightweight web components.",web_library,Lit is a simple library for building fast lightweight web components.,Frontend component integration; ES6 module imports,"Activity: 60%, Stars: 18760.0, Commits: 58.0","TypeScript, HTML, JavaScript, Shell, CSS",9,10
https://github.com/arktypeio/arktype,arktype,"TypeScript's 1:1 validator, optimized from editor to runtime",client,TypeScript s 1 1 validator optimized from editor to runtime,ES6 module imports,"Activity: 60%, Stars: 4897.0, Commits: 88.0","JavaScript, TypeScript, CSS, MDX",10,10
